Country,Indicator,Gender,Education_Level,Wealth_Quintile,Residence,Data_Year,Percentage,Data_Source,Happiness_Rank,Country_Code,GDP_PerCapita,Region,Income_Group
Lesotho,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2016,38.36854,UIS,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Republic of Moldova,Completion rate for children of primary school age,Female,Primary,Total,Total,2012,99.47757,MICS 2012,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Completion rate for children of primary school age,Male,Primary,Total,Total,2012,98.722054,MICS 2012,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2012,71.110809,MICS 2012,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2012,62.686489,MICS 2012,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2012,97.864143,MICS 2012,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2012,95.076752,MICS 2012,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,11.643,UIS,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Republic of Moldova,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,12.90962,UIS,62.0,MDA,5230.661733,Europe & Central Asia,Upper middle income
Madagascar,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,60.200001,MICS 2018,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,51.599998,MICS 2018,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,15.0,MICS 2018,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,15.5,MICS 2018,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,26.5,MICS 2018,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,26.1,MICS 2018,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,28.99433,UIS,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,31.06049,UIS,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,64.33631,UIS,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Madagascar,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,63.2431,UIS,128.0,MDG,500.511032,Sub-Saharan Africa,Low income
Mexico,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,98.300003,ENIGH 2018,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,97.5,ENIGH 2018,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,60.400002,ENIGH 2018,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,55.900002,ENIGH 2018,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,89.699997,ENIGH 2018,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,87.400002,ENIGH 2018,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,6.44447,UIS,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,8.8073,UIS,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,24.5667,UIS,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
Mexico,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,28.67629,UIS,46.0,MEX,10045.6805,Latin America & Caribbean,Upper middle income
North Macedonia,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,99.641693,MICS 2018-19,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,97.024582,MICS 2018-19,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,78.927872,MICS 2018-19,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,86.400978,MICS 2018-19,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,95.038696,MICS 2018-19,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,93.065826,MICS 2018-19,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2018,0.79233,UIS,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
North Macedonia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2018,0.61029,UIS,89.0,MKD,6694.641126,Europe & Central Asia,Upper middle income
Mali,Completion rate for children of primary school age,Female,Primary,Total,Total,2015,40.700001,MICS 2015,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Completion rate for children of primary school age,Male,Primary,Total,Total,2015,49.700001,MICS 2015,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2015,11.8,MICS 2015,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2015,23.1,MICS 2015,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,25.1,MICS 2015,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,35.799999,MICS 2015,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2018,44.16784,UIS,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2018,37.91068,UIS,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,56.25222,UIS,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,49.39055,UIS,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,78.91945,UIS,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Mali,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,71.43306,UIS,123.0,MLI,873.7948624,Sub-Saharan Africa,Low income
Myanmar,Completion rate for children of primary school age,Female,Primary,Total,Total,2016,84.397919,DHS 2015-16,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Completion rate for children of primary school age,Male,Primary,Total,Total,2016,81.712029,DHS 2015-16,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2015,19.25675,DHS 2015,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2015,13.85098,DHS 2015,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,45.01395,DHS 2015,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,44.584648,DHS 2015,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,19.81454,UIS,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,22.10723,UIS,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,38.39902,UIS,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Myanmar,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,46.89922,UIS,126.0,MMR,1209.926942,East Asia & Pacific,Lower middle income
Montenegro,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,97.518806,MICS 2018,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,94.519417,MICS 2018,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,89.916656,MICS 2018,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,82.537247,MICS 2018,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,96.706291,MICS 2018,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,92.71048,MICS 2018,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,2.69724,UIS,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,2.85189,UIS,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,6.21841,UIS,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
Montenegro,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,5.95755,UIS,75.0,MNE,9465.703999,Europe & Central Asia,Upper middle income
