,Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
1074,Samoa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2020.0,97.546883,MICS 2019-20
1075,Samoa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2020.0,98.262177,MICS 2019-20
1076,Samoa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2020.0,97.68605,MICS 2019-20
1077,Yemen,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2013.0,54.799999,DHS 2013
1078,Yemen,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2013.0,70.300003,DHS 2013
1079,Yemen,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2013.0,33.0,DHS 2013
1080,Yemen,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2013.0,53.0,DHS 2013
1081,Yemen,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2013.0,66.099998,DHS 2013
1082,Yemen,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2013.0,73.800003,DHS 2013
1083,Yemen,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2013.0,86.199997,DHS 2013
1084,Yemen,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2013.0,55.700001,DHS 2013
1085,Yemen,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2013.0,78.599998,DHS 2013
1086,Yemen,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2013.0,62.599998,DHS 2013
1087,South Africa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2016.0,97.922318,DHS 2016
1088,South Africa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2016.0,94.72361,DHS 2016
1089,South Africa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2016.0,91.348824,DHS 2016
1090,South Africa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2016.0,96.867783,DHS 2016
1091,South Africa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2016.0,96.637291,DHS 2016
1092,South Africa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2016.0,98.816582,DHS 2016
1093,South Africa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2016.0,99.002617,DHS 2016
1094,South Africa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2016.0,94.752388,DHS 2016
1095,South Africa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2016.0,97.392418,DHS 2016
1096,South Africa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2016.0,96.309448,DHS 2016
1097,Zambia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2018.0,73.33532,DHS 2018
1098,Zambia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2018.0,70.944771,DHS 2018
1099,Zambia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2018.0,38.55965,DHS 2018
1100,Zambia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2018.0,55.62809,DHS 2018
1101,Zambia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2018.0,74.923653,DHS 2018
1102,Zambia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2018.0,86.25235,DHS 2018
1103,Zambia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2018.0,92.660637,DHS 2018
1104,Zambia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2018.0,60.772251,DHS 2018
1105,Zambia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2018.0,87.443764,DHS 2018
1106,Zambia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2018.0,72.170639,DHS 2018
1107,Zimbabwe,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2019.0,91.599998,MICS 2019
1108,Zimbabwe,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2019.0,86.400002,MICS 2019
1109,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2019.0,77.900002,MICS 2019
1110,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2019.0,86.400002,MICS 2019
1111,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2019.0,89.0,MICS 2019
1112,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2019.0,93.0,MICS 2019
1113,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2019.0,98.199997,MICS 2019
1114,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2019.0,85.599998,MICS 2019
1115,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2019.0,97.300003,MICS 2019
1116,Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2019.0,88.800003,MICS 2019
1117,Kosovo,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2020.0,98.8,MICS 2019-20
1118,Kosovo,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2020.0,98.1,MICS 2019-20
1119,Kosovo,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2020.0,95.2,MICS 2019-20
1120,Kosovo,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2020.0,99.4,MICS 2019-20
1121,Kosovo,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2020.0,100.0,MICS 2019-20
1122,Kosovo,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2020.0,99.0,MICS 2019-20
1123,Kosovo,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2020.0,100.0,MICS 2019-20
1124,Kosovo,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2020.0,99.7,MICS 2019-20
1125,Kosovo,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2020.0,96.3,MICS 2019-20
1126,Kosovo,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2020.0,98.4,MICS 2019-20
1127,,,,,,,,,,
0,Afghanistan,Completion rate for youth of upper secondary education school age,Female,,,,%,2015.0,14.36536,DHS 2015
1,Afghanistan,Completion rate for youth of upper secondary education school age,Male,,,,%,2015.0,32.315559,DHS 2015
2,Afghanistan,Completion rate for youth of upper secondary education school age,Total,,,,%,2015.0,22.89534,DHS 2015
3,Albania,Completion rate for youth of upper secondary education school age,Female,,,,%,2018.0,79.857063,DHS 2017-18
4,Albania,Completion rate for youth of upper secondary education school age,Male,,,,%,2018.0,76.226807,DHS 2017-18
5,Albania,Completion rate for youth of upper secondary education school age,Total,,,,%,2018.0,77.94796,DHS 2017-18
6,Algeria,Completion rate for youth of upper secondary education school age,Female,,,,%,2020.0,59.164452,MICS 2019
7,Algeria,Completion rate for youth of upper secondary education school age,Male,,,,%,2020.0,34.630589,MICS 2019
8,Algeria,Completion rate for youth of upper secondary education school age,Total,,,,%,2020.0,46.431679,MICS 2019
9,Angola,Completion rate for youth of upper secondary education school age,Female,,,,%,2016.0,15.21019,DHS 2015-16
10,Angola,Completion rate for youth of upper secondary education school age,Male,,,,%,2016.0,23.698139,DHS 2015-16
11,Angola,Completion rate for youth of upper secondary education school age,Total,,,,%,2016.0,18.7439,DHS 2015-16
12,Argentina,Completion rate for youth of upper secondary education school age,Female,,,,%,2020.0,65.963852,MICS 2019-20
13,Argentina,Completion rate for youth of upper secondary education school age,Male,,,,%,2020.0,54.310711,MICS 2019-20
14,Argentina,Completion rate for youth of upper secondary education school age,Total,,,,%,2020.0,60.195518,MICS 2019-20
15,Armenia,Completion rate for youth of upper secondary education school age,Female,,,,%,2016.0,79.394547,DHS 2015-16
16,Armenia,Completion rate for youth of upper secondary education school age,Male,,,,%,2016.0,68.794182,DHS 2015-16
17,Armenia,Completion rate for youth of upper secondary education school age,Total,,,,%,2016.0,74.582832,DHS 2015-16
18,Bangladesh,Completion rate for youth of upper secondary education school age,Female,,,,%,2019.0,27.299999,MICS 2019
19,Bangladesh,Completion rate for youth of upper secondary education school age,Male,,,,%,2019.0,31.5,MICS 2019
20,Bangladesh,Completion rate for youth of upper secondary education school age,Total,,,,%,2019.0,29.4,MICS 2019
21,Barbados,Completion rate for youth of upper secondary education school age,Female,,,,%,2012.0,96.900002,MICS 2012
22,Barbados,Completion rate for youth of upper secondary education school age,Male,,,,%,2012.0,91.199997,MICS 2012
23,Barbados,Completion rate for youth of upper secondary education school age,Total,,,,%,2012.0,93.900002,MICS 2012
24,Belarus,Completion rate for youth of upper secondary education school age,Female,,,,%,2020.0,98.489067,MICS 2019
25,Belarus,Completion rate for youth of upper secondary education school age,Male,,,,%,2020.0,97.82029,MICS 2019
26,Belarus,Completion rate for youth of upper secondary education school age,Total,,,,%,2020.0,98.108932,MICS 2019
27,Belize,Completion rate for youth of upper secondary education school age,Female,,,,%,2016.0,50.700001,MICS 2015-16
28,Belize,Completion rate for youth of upper secondary education school age,Male,,,,%,2016.0,47.5,MICS 2015-16
29,Belize,Completion rate for youth of upper secondary education school age,Total,,,,%,2016.0,49.200001,MICS 2015-16
30,Benin,Completion rate for youth of upper secondary education school age,Female,,,,%,2018.0,5.4404368,DHS 2017-18
31,Benin,Completion rate for youth of upper secondary education school age,Male,,,,%,2018.0,12.06018,DHS 2017-18
32,Benin,Completion rate for youth of upper secondary education school age,Total,,,,%,2018.0,8.4086723,DHS 2017-18
33,Bolivia (Plurinational State of),Completion rate for youth of upper secondary education school age,Female,,,,%,2016.0,65.402481,Encuesta de DemografÃ­a y Salud (EDSA) 2016
34,Bolivia (Plurinational State of),Completion rate for youth of upper secondary education school age,Male,,,,%,2016.0,66.120232,Encuesta de DemografÃ­a y Salud (EDSA) 2016
