Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,Observation Status,DATA_SOURCE,Observation confidentaility,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,Time interval at which the source data are collected
Samoa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2020,97.408623,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2020,98.374809,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2020,97.546883,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2020,98.262177,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2020,97.68605,,MICS 2019-20,,,,,
Yemen,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2013,54.799999,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2013,70.300003,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2013,33,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2013,53,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2013,66.099998,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2013,73.800003,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2013,86.199997,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2013,55.700001,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2013,78.599998,,DHS 2013,,,,,Not Known
Yemen,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2013,62.599998,,DHS 2013,,,,,Not Known
South Africa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,97.922318,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,94.72361,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,91.348824,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,96.867783,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,96.637291,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,98.816582,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,99.002617,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,94.752388,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,97.392418,,DHS 2016,,,,,Not Known
South Africa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,96.309448,,DHS 2016,,,,,Not Known
Zambia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,73.33532,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,70.944771,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,38.55965,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,55.62809,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,74.923653,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,86.25235,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,92.660637,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,60.772251,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,87.443764,,DHS 2018,,,,,Not Known
Zambia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,72.170639,,DHS 2018,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,91.599998,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,86.400002,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,77.900002,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,86.400002,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,89,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,93,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,98.199997,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,85.599998,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,97.300003,,MICS 2019,,,,,Not Known
Zimbabwe,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,88.800003,,MICS 2019,,,,,Not Known
Kosovo,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2020,98.8,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2020,98.1,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2020,95.2,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2020,99.4,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2020,99,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2020,99.7,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2020,96.3,,MICS 2019-20,,,,,
Kosovo,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2020,98.4,,MICS 2019-20,,,,,
,,,,,,,,,,,,,,,,,,
